RefSeq mRNA	UniProt Gene Name	Strand	Associated Gene Name
NM_001145724	HOMER3	-1	HOMER3
NM_004838	HOMER3	-1	HOMER3
NM_001145722	HOMER3	-1	HOMER3
NM_001145721	HOMER3	-1	HOMER3
		1	CTD-2003C8.1
		1	CTD-2003C8.1
		1	CTD-2003C8.1
		1	PRICKLE2-AS1
		1	PRICKLE2-AS1
		1	RP11-781A6.1
NM_052917	GALNT13	1	GALNT13
	GALNT13	1	GALNT13
	GALNT13	1	GALNT13
	GALNT13	1	GALNT13
	GALNT13	1	GALNT13
	GALNT13	1	GALNT13
	GALNT13	1	GALNT13
	GALNT13	1	GALNT13
	GALNT13	1	GALNT13
	GALNT13	1	GALNT13
		-1	RP11-136F16.1
		-1	RP11-565F19.1
		-1	RP11-136F16.2
		1	RP11-462C21.1
		-1	RP11-38F22.1
		-1	RP11-963H4.2
		1	RP11-754N21.1
		1	RP11-754N21.1
		-1	RP11-90C1.1
		-1	AC010907.2
		-1	TMSB4XP2
		-1	TMSB4XP2
		-1	RP11-171L9.1
		-1	RP11-171L9.1
		-1	AC002347.2
		-1	RP11-123M21.2
		-1	GAPDHP48
		1	RP11-123M21.1
		-1	RP11-963H4.1
		-1	RP11-390N6.1
		-1	RP1-78O14.1
		-1	RP1-78O14.1
		-1	RP1-78O14.1
		-1	RP11-359M6.2
NM_014884	SUGP2	-1	SUGP2
NM_001017392	SUGP2	-1	SUGP2
	SUGP2	-1	SUGP2
NM_014884	SUGP2	-1	SUGP2
NM_001017392	SUGP2	-1	SUGP2
	SUGP2	-1	SUGP2
		1	RP11-359M6.1
		1	RP11-359M6.1
		1	RP11-359M6.1
		1	RP11-359M6.3
		1	RP11-530C5.1
	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
NM_017556	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
NM_017556	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
NM_001024215	FBLIM1	1	FBLIM1
NM_001024216	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
	FBLIM1	1	FBLIM1
NM_001024216	FBLIM1	1	FBLIM1
		1	RP11-530C5.2
		1	RP11-84G21.1
		1	RP1-170B16.1
		-1	RP11-244J10.1
		-1	RP11-288D9.1
		-1	RP11-272K23.4
		-1	AC010907.5
		1	RP11-91K9.1
		1	RP11-91K9.1
		1	AC019172.2
		-1	RP11-272K23.3
		-1	AC107070.1
		-1	AC107070.1
		-1	AC107070.1
		-1	AC107070.1
		-1	AC107070.1
		1	RP11-540D4.3
		1	RP11-540D4.3
		1	AP001372.2
NM_000871	HTR6	1	HTR6
NM_207386		1	RP11-678P16.1
NM_001173461		1	RP11-678P16.1
NM_001173462		1	RP11-678P16.1
	DPP10	1	DPP10
NM_001178037	DPP10	1	DPP10
NM_020868	DPP10	1	DPP10
NM_001004360	DPP10	1	DPP10
NM_001178034	DPP10	1	DPP10
	DPP10	1	DPP10
NM_001178036	DPP10	1	DPP10
	DPP10	1	DPP10
	DPP10	1	DPP10
NM_001178034	DPP10	1	DPP10
NM_001004360	DPP10	1	DPP10
	DPP10	1	DPP10
	DPP10	1	DPP10
	DPP10	1	DPP10
	DPP10	1	DPP10
	DPP10	1	DPP10
	DPP10	1	DPP10
		1	RANP3
		-1	RP11-1096G20.1
		1	RP11-2L8.1
		-1	AP001324.1
		1	AC005358.1
		-1	RP11-864N7.1
		-1	RP11-33A14.1
		-1	RP11-33A14.1
		-1	RP11-33A14.1
		-1	RP11-33A14.1
		-1	RP11-33A14.1
		-1	AC005358.3
		-1	AC003664.1
		-1	AC012445.1
		-1	AC015842.1
		-1	RP11-864N7.2
		-1	AC019102.1
		-1	AC005304.1
		-1	AC022311.1
		-1	AC022311.1
		-1	AC022311.1
NM_181719	TMCO4	-1	TMCO4
	TMCO4	-1	TMCO4
	TMCO4	-1	TMCO4
	TMCO4	-1	TMCO4
	TMCO4	-1	TMCO4
	TMCO4	-1	TMCO4
	TMCO4	-1	TMCO4
	TMCO4	-1	TMCO4
	TMCO4	-1	TMCO4
	TMCO4	-1	TMCO4
		1	PRICKLE2-AS2
		-1	CTD-2003C8.2
		-1	CTD-2003C8.2
		1	RP11-129B22.6
		1	AC005304.2
		1	AC005304.2
		1	RP11-179A10.1
		1	PRICKLE2-AS3
		1	RP11-179A10.2
		-1	RP11-14D22.2
		1	MTND5P21
		1	RP11-14D22.1
		-1	CTD-3224I3.3
NM_033415	ARMC6	1	ARMC6
NM_001199196	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
NM_033415	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
	ARMC6	1	ARMC6
		1	ADAMTS9-AS1
		1	ADAMTS9-AS1
		1	ADAMTS9-AS1
		1	ADAMTS9-AS1
		1	ADAMTS9-AS1
		1	ADAMTS9-AS1
		1	ADAMTS9-AS1
		-1	CSNK2A1P
		1	RP11-147I3.1
		1	RP11-147I3.1
		1	RP11-147I3.1
		1	RP11-147I3.1
		1	RP11-147I3.1
		1	RP11-567I13.1
		1	RP11-483L5.1
		-1	RP11-756D7.1
		-1	CTD-2381F24.1
		1	KCNMB2-IT1
		1	KCNMB2-IT1
		1	KCNMB2-IT1
		1	RP13-631K18.2
		1	RP13-631K18.3
		1	RP13-631K18.5
		1	ADAMTS9-AS2
		1	ADAMTS9-AS2
		1	ADAMTS9-AS2
		1	ADAMTS9-AS2
		-1	OR2AT2P
		-1	RP11-158C6.2
		-1	RP11-385J1.2
		-1	RP11-385J1.2
		-1	RP11-385J1.2
		-1	RP11-385J1.2
		-1	RP11-385J1.2
		-1	RP11-265D17.2
		1	RP11-573E11.2
		-1	RP11-51B23.3
		-1	RP11-47J17.3
		1	RP11-543A18.1
		-1	CTD-2562J17.2
		-1	RP11-158C6.3
		-1	RP11-299A16.1
		1	RP11-47J17.1
		-1	CTD-2562J17.4
		-1	CTD-2562J17.4
		-1	RP11-47J17.2
		-1	RP11-543H12.1
		-1	CTC-497E21.4
		-1	CTC-497E21.4
		-1	CTC-497E21.4
		-1	CTC-497E21.4
		-1	CTC-497E21.4
		-1	CTC-497E21.4
		-1	CTC-497E21.4
		-1	RP11-360P21.2
		1	RP11-121G22.3
		1	RP11-121G22.3
		1	RP11-121G22.3
		1	RP11-121G22.3
		1	RP11-121G22.3
		1	RP11-121G22.3
		1	RP11-121G22.3
		1	RP11-121G22.3
		1	RP11-121G22.3
		1	RP11-121G22.3
		-1	ZDHHC20P3
		-1	LRRFIP1P1
		1	CTD-2562J17.7
		1	AC104438.1
		1	RP11-714G12.1
		1	CTD-2562J17.9
		1	RPL17P17
		1	AC007620.3
		-1	MAGI1-IT1
		-1	RP11-939C17.4
		1	MAGI1-AS1
		-1	RP11-145M9.2
		-1	AC106827.1
		-1	CTC-497E21.3
		-1	RP11-939C17.2
		-1	RP11-939C17.2
		-1	RP11-939C17.2
		1	RP11-814M22.1
		1	RP11-85I21.1
		1	RP11-85I21.1
		1	RP11-145M9.3
		1	RP11-315E17.1
		1	RP11-315E17.1
		1	AC090425.1
		-1	RP11-473P24.2
		1	RASSF10
		1	RASSF10
		-1	RP11-617J18.1
		-1	CTC-497E21.5
		1	CTD-2530H12.4
		1	RP11-223D18.1
		1	RP11-275O18.1
		1	PEX5L-AS1
		-1	COX10-AS1
		1	RP11-413N13.1
		-1	CTD-2530H12.8
		1	RP11-362A1.1
		1	RP11-81N13.1
		1	RP11-81N13.1
		1	RP11-81N13.1
		-1	AC073143.1
		1	PEX5L-AS2
		1	RP11-362A1.2
		-1	CDRT15P
		-1	CTD-2530H12.7
		1	RP11-263K4.1
		-1	AC107057.1
		1	CTD-2530H12.5
		1	AC005224.2
		-1	RP11-263K4.5
		1	RP11-657G5.2
NM_002239	KCNJ3	1	KCNJ3
	KCNJ3	1	KCNJ3
	KCNJ3	1	KCNJ3
		-1	CTD-2530H12.1
		-1	RP11-263K4.4
		-1	AC107057.2
		1	RP11-263K4.3
NM_019062	RNF186	-1	RNF186
		1	RPL6P25
		1	AC022816.2
		1	GAPDHP36
		1	RP11-87P13.2
		-1	AC108025.2
		-1	AC108025.2
		-1	RP11-384P14.1
		1	RP11-788H18.1
		1	RP11-788H18.1
NM_015207	OTUD3	1	OTUD3
	OTUD3	1	OTUD3
	OTUD3	1	OTUD3
		-1	AC013248.1
		1	AC013248.2
		1	RP11-15D14.1
		1	RP11-15D14.2
		-1	RP11-228G3.1
		-1	HMGN2P36
NM_024813	RPAP2	1	RPAP2
	RPAP2	1	RPAP2
	RPAP2	1	RPAP2
	RPAP2	1	RPAP2
		1	FAR1-IT1
		1	RP11-701B6.1
		1	RP11-89A12.1
		-1	RP11-1079J22.1
		1	CTD-2530H12.2
		-1	RPL39P26
		1	RP11-408B11.2
		-1	RP11-535A19.1
		1	RP11-1008M1.1
		1	RP11-420J11.1
		1	RP11-23B7.3
		-1	RP11-535A19.2
		-1	RP11-535A19.2
		-1	RP11-535A19.2
		-1	RP11-535A19.2
		-1	RP11-535A19.2
		-1	RP11-535A19.2
		1	RP11-629O19.1
		-1	RP11-436J20.1
		-1	RP13-619I2.2
		1	RP11-18J9.3
		1	RP11-420J11.2
		1	RP11-420J11.2
		1	RP11-812D23.1
		-1	RP11-202H2.1
		-1	RP11-202H2.1
NM_006186	NR4A2	-1	NR4A2
	NR4A2	-1	NR4A2
NM_006186	NR4A2	-1	NR4A2
	NR4A2	-1	NR4A2
	NR4A2	-1	NR4A2
	NR4A2	-1	NR4A2
	NR4A2	-1	NR4A2
	NR4A2	-1	NR4A2
	NR4A2	-1	NR4A2
	NR4A2	-1	NR4A2
	NR4A2	-1	NR4A2
		-1	RP11-496B10.3
		-1	RPL23AP68
NM_014589	PLA2G2E	-1	PLA2G2E
		1	RP11-248E9.1
		1	CYCSP30
		-1	RP11-248E9.4
		-1	MKRN9P
		-1	RP11-496B10.1
		1	AC010729.1
		1	RP11-248E9.5
		1	CCDC39-AS1
		1	AC005863.2
		-1	RP11-259P15.4
		1	RP11-248E9.6
		1	AC010729.2
		-1	RP11-263C24.2
		-1	RP11-248E9.7
		-1	AC005773.1
NM_173717	ELAC2	-1	ELAC2
NM_018127	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
	ELAC2	-1	ELAC2
NM_001165962	ELAC2	-1	ELAC2
		1	RPS4XP15
		-1	AC010729.3
		-1	RP11-474L23.3
		1	AC005772.2
		1	AC073479.1
		1	AC073479.1
		1	AC073479.1
		1	AC073479.1
		1	AC073479.1
		1	AC073479.1
		1	AC073479.1
		-1	RP11-13A1.1
		1	RP11-13A1.2
		-1	RP11-13A1.3
		1	MRPS6P4
		1	CENPC1P1
		1	CDRT7
		1	RP11-981P6.1
		-1	AC005703.3
		1	MRPL2P1
		-1	AC005703.2
		1	AC005517.2
		-1	RP11-654D12.4
		1	AC005517.3
		1	AC005838.2
		1	RP11-654D12.2
		1	RP11-654D12.2
		1	ZNF29P
		1	AC005324.8-001
		-1	RP11-654D12.1
		-1	RP11-23B7.4
		1	RP11-654D12.3
		1	PSMC1P1
		-1	AC017053.1
		1	RP11-567C2.1
		1	RP11-98J9.1
		1	RP11-753N8.1
		1	RP11-753N8.1
		1	RP11-753N8.1
		1	CTD-2013N24.2
		-1	AC105253.1
		-1	RP11-632B21.1
		-1	AC021021.1
		-1	AC005324.4
		1	RP11-20L19.1
NM_015001	SPEN	1	SPEN
	SPEN	1	SPEN
	SPEN	1	SPEN
	SPEN	1	SPEN
	SPEN	1	SPEN
	SPEN	1	SPEN
		1	RP11-916O13.1
		1	RP11-916O13.1
		1	AC021021.2
		-1	AC005324.6
		-1	AC005324.6
		1	AC007115.3
		-1	AC097517.1
		-1	AC097517.1
		1	RP11-121E16.1
		-1	AC005324.7
		1	RP11-1041F24.1
		1	CDRT15L1
		-1	RP11-587P21.1
		-1	AC097517.2
		-1	AC097517.2
		-1	AC097517.2
		-1	AC097517.2
NM_006773	DDX18	1	DDX18
	DDX18	1	DDX18
	DDX18	1	DDX18
	DDX18	1	DDX18
	DDX18	1	DDX18
	DDX18	1	DDX18
	DDX18	1	DDX18
		-1	AC015922.2
NM_001161729	PLA2G2A	-1	PLA2G2A
NM_000300	PLA2G2A	-1	PLA2G2A
NM_001161727	PLA2G2A	-1	PLA2G2A
NM_001161728	PLA2G2A	-1	PLA2G2A
NM_001161729	PLA2G2A	-1	PLA2G2A
	PLA2G2A	-1	PLA2G2A
NM_001161727	PLA2G2A	-1	PLA2G2A
	PLA2G2A	-1	PLA2G2A
	PLA2G2A	-1	PLA2G2A
NM_000300	PLA2G2A	-1	PLA2G2A
NM_001161727	PLA2G2A	-1	PLA2G2A
NM_001161728	PLA2G2A	-1	PLA2G2A
NM_001161729	PLA2G2A	-1	PLA2G2A
		1	IL6STP1
		1	MEIS3P1
		1	AC015922.7
		-1	RP11-98J9.2
NM_005263	GFI1	-1	GFI1
NM_001127215	GFI1	-1	GFI1
NM_001127216	GFI1	-1	GFI1
NM_005263	GFI1	-1	GFI1
NM_001127215	GFI1	-1	GFI1
NM_001127216	GFI1	-1	GFI1
	GFI1	-1	GFI1
NM_005263	GFI1	-1	GFI1
NM_001127215	GFI1	-1	GFI1
NM_001127216	GFI1	-1	GFI1
		-1	RP11-185E15.1
		-1	RP11-98J9.3
		-1	RP11-62G11.1
		-1	RP11-231N3.1
		-1	RP11-62G11.2
		-1	RP11-21L19.1
		1	RP11-444P10.1
		1	RP11-140L24.3
		1	RP11-263C24.1
		1	RP11-460N16.1
		1	RP11-460N16.1
		1	RP11-259P15.3
		-1	AC015922.6
		-1	RP11-263C24.3
		-1	AC079923.1
		-1	AC079923.1
		-1	AC079923.1
		-1	RP11-140L24.4
		-1	FLYWCH1P1
		1	UQCRHP4
		-1	CTD-2011F17.2
		-1	RP11-259P15.1
		-1	RPL21P116
		1	AC015922.5
		1	RP11-619A14.2
		1	RP11-587P21.2
		-1	RP11-231I13.2
		1	RP11-587P21.3
		1	CALCP
		1	AC002553.2
		-1	RP11-796E2.3
		1	RP11-430J3.1
		1	RP11-796E2.4
		1	RP11-796E2.4
		1	AC002553.4
		-1	AC017076.5
		-1	AC017076.5
	SCN2A	1	SCN2A
NM_021007	SCN2A	1	SCN2A
NM_001040142	SCN2A	1	SCN2A
	SCN2A	1	SCN2A
NM_001040143	SCN2A	1	SCN2A
	SCN2A	1	SCN2A
NM_021007	SCN2A	1	SCN2A
NM_001040142	SCN2A	1	SCN2A
NM_001040143	SCN2A	1	SCN2A
NM_001040059	CD68	1	CD68
NM_001251	CD68	1	CD68
	CD68	1	CD68
		1	RPL21P106
		1	AC005971.3
		1	AC005971.3
		1	CLLU1
		1	CLLU1
		-1	AC017076.4
		-1	AC017076.4
		-1	AC017076.4
		-1	AC017076.4
		-1	AC017076.4
		1	RP11-693J15.3
		1	RP11-603K19.1
		1	RP11-603K19.2
		1	AC093484.6
		1	RP11-511B23.1
		1	RP11-511B23.1
		1	AC093484.4
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		1	NCRNA00188
		-1	RP11-7O20.4
		-1	RP11-511B23.2
		-1	RP11-511B23.2
		-1	RP11-511B23.2
		-1	RP11-511B23.2
		1	HMGB1P36
		1	RP11-531H8.1
		-1	RP11-531H8.2
		1	FOXP1-AS1
		-1	AC138123.2
		1	RP11-202G11.2
		1	RP11-396O20.1
		-1	RP11-202G11.1
		-1	RP11-396O20.2
		1	RP11-486A14.1
		1	RP11-486A14.1
		-1	FOXP1-IT1
		-1	RP11-486A14.2
		-1	RP11-486A14.2
		-1	RP11-486A14.2
		1	RP11-648C16.1
		-1	RP11-619A14.3
		1	RP11-222N13.1
		1	RP11-222N13.1
		-1	RP11-356O22.4
		1	RP11-436A20.3
		-1	RP11-398A8.3
		-1	RP11-398A8.3
		-1	RP11-398A8.3
		-1	RP11-398A8.3
		-1	RP11-398A8.3
		-1	RP11-398A8.3
		-1	RP11-398A8.3
		-1	RP11-398A8.3
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		1	RP11-4B14.2
		-1	RP11-887P2.1
		-1	RP11-887P2.1
		-1	RP11-887P2.1
		-1	RP11-887P2.1
		-1	RP11-887P2.1
		-1	RP11-887P2.3
		-1	RP11-887P2.3
		1	CTD-3096P4.1
NM_019044	CCDC93	-1	CCDC93
	CCDC93	-1	CCDC93
	CCDC93	-1	CCDC93
	CCDC93	-1	CCDC93
	CCDC93	-1	CCDC93
	CCDC93	-1	CCDC93
	CCDC93	-1	CCDC93
	CCDC93	-1	CCDC93
	CCDC93	-1	CCDC93
NM_005665	EVI5	-1	EVI5
	EVI5	-1	EVI5
	EVI5	-1	EVI5
	EVI5	-1	EVI5
	EVI5	-1	EVI5
	EVI5	-1	EVI5
	EVI5	-1	EVI5
NM_005665	EVI5	-1	EVI5
	EVI5	-1	EVI5
	EVI5	-1	EVI5
NM_003443	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
NM_001242884	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
	ZBTB17	-1	ZBTB17
		-1	RP11-111M22.3
		1	RP11-672A2.7
		-1	RP11-672A2.6
		-1	RP11-672A2.5
		-1	RP11-672A2.4
		1	AP001189.4
		1	RP11-672A2.3
	PLA2G5	1	PLA2G5
	PLA2G5	1	PLA2G5
	PLA2G5	1	PLA2G5
	PLA2G5	1	PLA2G5
	PLA2G5	1	PLA2G5
	PLA2G5	1	PLA2G5
NM_000929	PLA2G5	1	PLA2G5
	PLA2G5	1	PLA2G5
		-1	AC019048.1
		-1	AC019048.1
		-1	AC010904.1
		-1	RP11-672A2.2
		-1	RP11-672A2.2
		1	AC013460.1
		1	AC013460.1
		1	AC013460.1
		1	AC013460.1
		1	AC013460.1
		1	AC013460.1
		-1	RP11-672A2.1
		-1	RP11-21L23.4
		-1	RP11-21L23.3
		-1	RP11-21L23.3
		-1	RP11-21L23.3
		-1	CTD-2547H18.1
NM_178526	SLC25A42	1	SLC25A42
		1	RP11-262M14.2
		-1	RP11-262M14.1
		-1	RP11-689N19.3
		-1	RP11-689N19.3
		-1	RP11-689N19.3
	TMEM161A	-1	TMEM161A
NM_017814	TMEM161A	-1	TMEM161A
		-1	RP11-275H4.1
		-1	AC092580.3
		-1	RP11-4B14.1
		1	AC092580.4
		1	CTD-2589O24.1
		-1	RP11-4B14.3
		-1	RP11-4B14.3
		-1	RP11-4B14.3
		-1	AC092580.2
		-1	RP11-449L13.2
		-1	RP11-466H18.1
		1	RP11-466H18.2
		1	RP11-466H18.2
		1	RP11-466H18.2
		-1	RSF1-IT2
	MEF2B	-1	MEF2B
NM_001145785	MEF2B	-1	MEF2B
	MEF2B	-1	MEF2B
	MEF2B	-1	MEF2B
	MEF2B	-1	MEF2B
NM_005919	MEF2B	-1	MEF2B
NM_001145785	MEF2B	-1	MEF2B
		-1	CTD-3236F5.1
NM_012400	PLA2G2D	-1	PLA2G2D
NM_004870	HBEBP2BPA	1	MPDU1
	HBEBP2BPA	1	MPDU1
	HBEBP2BPA	1	MPDU1
	HBEBP2BPA	1	MPDU1
	HBEBP2BPA	1	MPDU1
NM_004870	MPDU1	1	MPDU1
	MPDU1	1	MPDU1
	MPDU1	1	MPDU1
	MPDU1	1	MPDU1
	MPDU1	1	MPDU1
		-1	FTH1P16
		-1	RSF1-IT1
		-1	RP11-252O18.2
		-1	AP000580.1
		-1	RP11-252O18.3
		-1	RP11-91P24.7
NM_022819	PLA2G2F	1	PLA2G2F
	PLA2G2F	1	PLA2G2F
		-1	AC092580.1
		-1	AC007463.2
		-1	AC007463.2
		1	RP11-91P24.5
		1	RP11-416O18.1
		1	RP11-416O18.1
		1	RP11-416O18.1
		1	RP11-416O18.1
		1	RP11-416O18.1
		-1	AC007464.1
		-1	AC007464.1
		1	RP11-452G18.1
		-1	NCRNA00299
		-1	NCRNA00299
		-1	NCRNA00299
		-1	NCRNA00299
		1	RP11-452G18.2
		1	RP11-452G18.2
		1	RP11-398A8.2
		-1	RP11-91P24.6
		1	RP11-398A8.1
		-1	AC005822.1
		-1	RP11-91P24.1
		-1	RP11-887P2.5
		-1	RP11-887P2.5
		-1	RP1-239B22.4
		1	AC098850.1
		-1	RP11-91P24.3
		1	RP11-433A10.1
		1	RP11-433A10.1
		1	RP11-433A10.1
		-1	UPF3AP1
		-1	UPF3AP1
		1	RP11-850P15.1
		1	RP11-7I15.3
		1	RP11-887P2.6
NM_000969	RPL5	1	RPL5
	RPL5	1	RPL5
	RPL5	1	RPL5
	RPL5	1	RPL5
	RPL5	1	RPL5
	RPL5	1	RPL5
	RPL5	1	RPL5
		-1	RP11-1060G2.1
		1	RP11-358H18.3
		1	RP11-358H18.3
	PLA2G2C	-1	PLA2G2C
	PLA2G2C	-1	PLA2G2C
NM_001105572	PLA2G2C	-1	PLA2G2C
		1	RP11-74K11.1
		-1	RP11-74K11.2
		-1	RP11-74K11.2
		-1	RP11-358H18.2
		-1	RP1-59M18.2
		-1	RP11-1105G2.4
		1	RP11-7I15.4
		-1	RP11-433A10.2
		-1	RBMS2P1
	CSRNP3	1	CSRNP3
	CSRNP3	1	CSRNP3
	CSRNP3	1	CSRNP3
NM_024969	CSRNP3	1	CSRNP3
NM_001172173	CSRNP3	1	CSRNP3
	CSRNP3	1	CSRNP3
	CSRNP3	1	CSRNP3
NM_024969	CSRNP3	1	CSRNP3
NM_001172173	CSRNP3	1	CSRNP3
		-1	RP11-778J16.3
		-1	RP11-778J16.2
		1	RP11-778J16.1
	GPD2	1	GPD2
NM_000408	GPD2	1	GPD2
NM_001083112	GPD2	1	GPD2
NM_000408	GPD2	1	GPD2
NM_001083112	GPD2	1	GPD2
	GPD2	1	GPD2
	GPD2	1	GPD2
NM_000408	GPD2	1	GPD2
NM_001083112	GPD2	1	GPD2
	GPD2	1	GPD2
	GPD2	1	GPD2
	GPD2	1	GPD2
	GPD2	1	GPD2
	GPD2	1	GPD2
	GPD2	1	GPD2
	GPD2	1	GPD2
		1	RP11-876K22.2
		1	RP11-3K15.1
		1	RP11-3K15.1
		1	RP11-705O3.1
		1	RP11-705O3.1
		1	RP11-705O3.1
		1	RP11-705O3.1
		1	RP11-705O3.1
		1	RP11-705O3.1
		1	RP11-129B9.2
		1	RP11-129B9.1
		-1	RP11-167N24.2
		-1	RP11-167N24.5
		1	AC022596.1
		1	AC022596.1
		1	AC022596.1
		1	AC022596.1
		1	AC022596.1
		1	AC022596.1
		1	AC022596.1
		-1	RP11-167N24.4
		1	RP11-416O18.2
		1	RP11-338L18.1
		-1	RP11-167N24.3
		-1	RP11-167N24.3
NM_152376	UBXN10	1	UBXN10
		-1	RP11-490G8.1
		-1	RP11-139K4.1
		1	PGAM1P5
		1	PGAM1P5
		1	U91324.1
		-1	RP11-410A13.3
		-1	AC011747.3
		-1	RP11-536G4.2
		-1	RP11-536G4.2
		-1	RP11-536G4.2
	MEF2BNB	-1	MEF2BNB
NM_001145784	MEF2BNB	-1	MEF2BNB
	MEF2BNB	-1	MEF2BNB
NM_001145783	MEF2BNB	-1	MEF2BNB
	MEF2BNB	-1	MEF2BNB
	VWA5B1	1	VWA5B1
	VWA5B1	1	VWA5B1
	VWA5B1	1	VWA5B1
	VWA5B1	1	VWA5B1
	VWA5B1	1	VWA5B1
	VWA5B1	1	VWA5B1
	VWA5B1	1	VWA5B1
NM_001039500	VWA5B1	1	VWA5B1
	VWA5B1	1	VWA5B1
	VWA5B1	1	VWA5B1
	VWA5B1	1	VWA5B1
		1	RP11-256L6.3
		1	RP11-256L6.2
		-1	RP11-256L6.4
		-1	RP11-394J1.2
		-1	RP11-117N2.2
		-1	RP11-510I5.1
		-1	RP11-513P18.2
		-1	AC011747.4
		-1	AC011747.4
		-1	RP11-654C22.2
		1	RP11-541G9.1
		1	RP11-113D6.2
		-1	AC011747.6
		1	RP11-397H6.1
		1	RP11-654C22.1
		1	AC011747.5
		-1	RP11-541G9.2
		1	RMST
		1	RMST
		1	RMST
		1	RMST
		1	RMST
		1	RMST
		-1	RP11-113D6.5
		-1	RP11-113D6.5
		-1	AC011747.7
		-1	AC011747.7
		-1	AC011747.7
		-1	AC011747.7
		-1	AC011747.7
		-1	AC011747.7
		-1	AC011747.7
		1	RP11-624D20.1
		-1	RP11-728B21.2
		1	AC098850.4
		1	RP11-113D6.3
		1	FTH1P23
		-1	RP11-139K4.4
		-1	AC022596.6
		-1	AC022596.6
		1	RP11-452H21.1
		-1	AC090099.2
		1	RP11-113D6.8
		-1	RP11-139K4.2
		1	RP11-113D6.9
		-1	HMGB1P25
		1	RP11-452H21.2
	INSIG2	1	INSIG2
	INSIG2	1	INSIG2
NM_016133	INSIG2	1	INSIG2
	INSIG2	1	INSIG2
	INSIG2	1	INSIG2
	INSIG2	1	INSIG2
	INSIG2	1	INSIG2
		-1	RP11-24E1.1
		-1	RP11-452H21.4
NM_001199744		-1	SAA2-SAA4
		1	RPL7L1P8
		1	PDZRN3-AS1
		1	RP11-646E18.2
		-1	RP11-451J24.1
		1	RP11-843A23.1
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
NM_003721	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
NM_134440	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
	RFXANK	1	RFXANK
NM_134440	RFXANK	1	RFXANK
		1	RP11-646E18.3
		1	ST13P5
		1	ST13P5
		-1	RP11-225N10.1
		1	RP11-20B7.1
		1	RP11-843A23.2
		1	AC084117.3
		-1	RP11-531F16.3
		-1	RP11-613F22.7
		1	RP11-673F18.1
